,annee,patho_niv1,patho_niv2,patho_niv3,top,comorbidite,libelle_comorbidite,region,dept,Ncomorb,Ntop,Proportion_comorb,patho_niv2_comorb,patho_niv3_comorb,patho_niv1_comorb,Niveau prioritaire
28373,2015,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,CAN_BPU_SUR,MCV_EPU_IND,Embolie pulmonaire,99,999,240.0,45390.0,0.005287,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
28390,2015,Cancers,Cancer colorectal,,CAN_CRE_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1470.0,339940.0,0.004333,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
28401,2015,Cancers,Cancer colorectal,Cancer colorectal actif,CAN_CRE_ACT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,16480.0,134280.0,0.122747,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
28410,2015,Cancers,Cancer colorectal,Cancer colorectal actif,CAN_CRE_ACT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,350.0,134280.0,0.002629,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
28416,2015,Cancers,Cancer colorectal,Cancer colorectal sous surveillance,CAN_CRE_SUR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,23240.0,205660.0,0.113023,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
28424,2015,Cancers,Cancer colorectal,Cancer colorectal sous surveillance,CAN_CRE_SUR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,830.0,205660.0,0.004036,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
28425,2015,Cancers,Cancer colorectal,Cancer colorectal sous surveillance,CAN_CRE_SUR,MCV_EPU_IND,Embolie pulmonaire,99,999,560.0,205660.0,0.002708,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
28443,2015,Cancers,Cancer de la prostate,,CAN_PRO_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,1600.0,507650.0,0.003148,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
28459,2015,Cancers,Cancer de la prostate,Cancer de la prostate actif,CAN_PRO_ACT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1200.0,205070.0,0.005842,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
28466,2015,Cancers,Cancer de la prostate,Cancer de la prostate sous surveillance,CAN_PRO_SUR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,37220.0,302590.0,0.123008,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
28478,2015,Cancers,Cancer de la prostate,Cancer de la prostate sous surveillance,CAN_PRO_SUR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1310.0,302590.0,0.004339,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
28479,2015,Cancers,Cancer de la prostate,Cancer de la prostate sous surveillance,CAN_PRO_SUR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1280.0,302590.0,0.004214,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
28500,2015,Cancers,Cancer du sein de la femme,,CAN_SEI_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,1880.0,686820.0,0.002743,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
28517,2015,Cancers,Cancer du sein de la femme,Cancer du sein de la femme actif,CAN_SEI_ACT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1070.0,209700.0,0.005122,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
28518,2015,Cancers,Cancer du sein de la femme,Cancer du sein de la femme actif,CAN_SEI_ACT,MCV_EPU_IND,Embolie pulmonaire,99,999,940.0,209700.0,0.004492,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
28521,2015,Cancers,Cancer du sein de la femme,Cancer du sein de la femme actif,CAN_SEI_ACT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,270.0,209700.0,0.001268,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
28537,2015,Cancers,Cancer du sein de la femme,Cancer du sein de la femme sous surveillance,CAN_SEI_SUR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1000.0,477120.0,0.002102,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
28543,2015,Diabète,Diabète,Diabète,DIA_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,423610.0,3589170.0,0.118025,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
28554,2015,Diabète,Diabète,Diabète,DIA_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,7610.0,3589170.0,0.002119,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
28556,2015,Diabète,Diabète,Diabète,DIA_CAT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,5600.0,3589170.0,0.00156,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
28599,2015,"Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)","Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)","Hospitalisations hors pathologies repérées (avec ou sans pathologies, traitements ou maternité)",HHP_CAT_INC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,16170.0,9507650.0,0.001701,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
28605,2015,Insuffisance rénale chronique terminale,,,IRT_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,11380.0,86540.0,0.131505,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),1
28614,2015,Insuffisance rénale chronique terminale,,,IRT_CAT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,370.0,86540.0,0.004298,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,1
28619,2015,Insuffisance rénale chronique terminale,,,IRT_CAT_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,180.0,86540.0,0.002034,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,1
28635,2015,Insuffisance rénale chronique terminale,Dialyse chronique,Dialyse chronique,IRT_DCH_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,250.0,48690.0,0.005134,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
28651,2015,Insuffisance rénale chronique terminale,Transplantation rénale,Transplantation rénale,IRT_TRE_AIG,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,,3270.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
28652,2015,Insuffisance rénale chronique terminale,Transplantation rénale,Transplantation rénale,IRT_TRE_AIG,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,,3270.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
28663,2015,Insuffisance rénale chronique terminale,Transplantation rénale,Transplantation rénale,IRT_TRE_AIG,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,380.0,3270.0,0.115561,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
28675,2015,Maladies cardioneurovasculaires,,,MCV_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,720520.0,4684340.0,0.153816,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),1
28687,2015,Maladies cardioneurovasculaires,,,MCV_CAT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,35190.0,4684340.0,0.007513,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,1
28708,2015,Maladies cardioneurovasculaires,Accident vasculaire cérébral,,MCV_AVC_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,3090.0,837080.0,0.003694,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
28709,2015,Maladies cardioneurovasculaires,Accident vasculaire cérébral,,MCV_AVC_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2530.0,837080.0,0.003019,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
28722,2015,Maladies cardioneurovasculaires,Accident vasculaire cérébral,Accident vasculaire cérébral aigu,MCV_AVC_AIG,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,390.0,117330.0,0.003349,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
28742,2015,Maladies cardioneurovasculaires,Accident vasculaire cérébral,Séquelle d'accident vasculaire cérébral,MCV_AVC_CHR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,4460.0,719750.0,0.006195,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
28747,2015,Maladies cardioneurovasculaires,Accident vasculaire cérébral,Séquelle d'accident vasculaire cérébral,MCV_AVC_CHR,MCV_EPU_IND,Embolie pulmonaire,99,999,2460.0,719750.0,0.003414,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
28748,2015,Maladies cardioneurovasculaires,Accident vasculaire cérébral,Séquelle d'accident vasculaire cérébral,MCV_AVC_CHR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2130.0,719750.0,0.002965,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
28774,2015,Maladies cardioneurovasculaires,Autres affections cardiovasculaires,Autres affections cardiovasculaires,MCV_AUT_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,53530.0,344640.0,0.155317,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
28787,2015,Maladies cardioneurovasculaires,Autres affections cardiovasculaires,Autres affections cardiovasculaires,MCV_AUT_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1950.0,344640.0,0.005658,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
28789,2015,Maladies cardioneurovasculaires,Autres affections cardiovasculaires,Autres affections cardiovasculaires,MCV_AUT_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1180.0,344640.0,0.003424,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
28790,2015,Maladies cardioneurovasculaires,Autres affections cardiovasculaires,Autres affections cardiovasculaires,MCV_AUT_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,1160.0,344640.0,0.003372,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
28833,2015,Maladies cardioneurovasculaires,Insuffisance cardiaque,,MCV_ICA_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,5810.0,808470.0,0.007191,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
28874,2015,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,MCV_EPU_IND,Embolie pulmonaire,99,999,4180.0,624590.0,0.006694,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
28875,2015,Maladies cardioneurovasculaires,Insuffisance cardiaque,Insuffisance cardiaque chronique,MCV_ICA_CHR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2760.0,624590.0,0.004425,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
28896,2015,Maladies cardioneurovasculaires,Maladie coronaire,,MCV_SCO_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,5350.0,1947680.0,0.002748,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
28909,2015,Maladies cardioneurovasculaires,Maladie coronaire,Maladie coronaire chronique,MCV_SCO_CHR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,7480.0,1847970.0,0.004048,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
28929,2015,Maladies cardioneurovasculaires,Maladie coronaire,Syndrome coronaire aigu,MCV_SCO_AIG,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,70.0,99710.0,0.000732,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
28965,2015,Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),MFP_CAT_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,76480.0,561810.0,0.136129,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
28980,2015,Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),MFP_CAT_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,2100.0,561810.0,0.003745,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
28981,2015,Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),Maladies du foie ou du pancréas (hors mucoviscidose),MFP_CAT_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1740.0,561810.0,0.00309,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
29006,2015,Maladies inflammatoires ou rares ou infection VIH,Infection par le VIH,Infection par le VIH,INF_VIH_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,310.0,135140.0,0.002272,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
29011,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,,IFL_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,89160.0,839760.0,0.10617,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
29025,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,,IFL_CAT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,2570.0,839760.0,0.003058,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,2
29048,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Autres maladies inflammatoires chroniques,IFL_AUT_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,770.0,191700.0,0.004011,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
29049,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Autres maladies inflammatoires chroniques,IFL_AUT_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,720.0,191700.0,0.00374,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
29052,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Autres maladies inflammatoires chroniques,IFL_AUT_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,440.0,191700.0,0.00229,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
29068,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Maladies inflammatoires chroniques intestinales,IFL_MIC_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,510.0,241940.0,0.002096,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
29070,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Maladies inflammatoires chroniques intestinales,IFL_MIC_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,320.0,241940.0,0.001339,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
29075,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Polyarthrite rhumatoïde ou maladies apparentées,IFL_PRM_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,34160.0,265450.0,0.128704,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
29085,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Polyarthrite rhumatoïde ou maladies apparentées,IFL_PRM_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,810.0,265450.0,0.003063,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
29093,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Spondylarthrite ankylosante ou maladies apparentées,IFL_SPA_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,16790.0,186330.0,0.09008,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
29105,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Spondylarthrite ankylosante ou maladies apparentées,IFL_SPA_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,240.0,186330.0,0.001277,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
29110,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,,RAR_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,14480.0,162940.0,0.088836,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
29123,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,,RAR_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,230.0,162940.0,0.001418,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
29128,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Hémophilie ou troubles de l'hémostase graves,RAR_HTH_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,4280.0,46710.0,0.091701,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
29143,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Hémophilie ou troubles de l'hémostase graves,RAR_HTH_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,100.0,46710.0,0.002162,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
29145,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Hémophilie ou troubles de l'hémostase graves,RAR_HTH_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,70.0,46710.0,0.001499,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
29155,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Maladies métaboliques héréditaires ou amylose,RAR_MMH_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,140.0,108380.0,0.001319,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
29159,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Mucoviscidose,RAR_MUC_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,,8260.0,,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
29161,2015,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Mucoviscidose,RAR_MUC_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,,8260.0,,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
